lat,lon,wind_value,year,month
44.25,124.25,148.4,2021,апрель
44.25,124.5,155,2021,апрель
44.25,124.75,162.8,2021,апрель
44.25,125,162,2021,апрель
44.25,125.25,156.6,2021,апрель
44.25,125.5,123.6,2021,апрель
44.25,125.75,120.4,2021,апрель
44,45,7,2021,апрель
44,45.25,26.8,2021,апрель
44,45.5,24,2021,апрель
44,45.75,21.6,2021,апрель
44,46,20.6,2021,апрель
44,46.25,18.4,2021,апрель
44,46.5,19.4,2021,апрель
44,46.75,18,2021,апрель
44,47,18.8,2021,апрель
44,47.25,22.6,2021,апрель
44,47.5,18.8,2021,апрель
44,47.75,20.2,2021,апрель
44,48,28.8,2021,апрель
44,48.25,97.4,2021,апрель
44,48.5,166.2,2021,апрель
44,48.75,200.8,2021,апрель
44,49,194.4,2021,апрель
44,49.25,197,2021,апрель
44,49.5,211.6,2021,апрель
44,49.75,204.8,2021,апрель
44,50,196.6,2021,апрель
44,50.25,204.4,2021,апрель
44,50.5,196.4,2021,апрель
44,50.75,194.4,2021,апрель
44,51,198,2021,апрель
44,51.25,198.4,2021,апрель
44,51.5,198.6,2021,апрель
44,51.75,205,2021,апрель
44,52,202,2021,апрель
44,52.25,206.4,2021,апрель
44,52.5,201.4,2021,апрель
44,52.75,180,2021,апрель
44,53,153.6,2021,апрель
44,53.25,124.4,2021,апрель
44,53.5,109.8,2021,апрель
44,53.75,115.4,2021,апрель
44,54,148,2021,апрель
44,54.25,152.2,2021,апрель
44,54.5,162.8,2021,апрель
44,54.75,174,2021,апрель
44,55,174.8,2021,апрель
44,55.25,174.4,2021,апрель
44,55.5,177.2,2021,апрель
44,55.75,176.4,2021,апрель
44,56,176,2021,апрель
44,56.25,182.2,2021,апрель
44,56.5,169.4,2021,апрель
44,56.75,166.8,2021,апрель
44,57,169,2021,апрель
44,57.25,154.2,2021,апрель
44,57.5,133.8,2021,апрель
44,57.75,103.4,2021,апрель
44,58,83.4,2021,апрель
44,58.25,51.4,2021,апрель
44,58.5,9.6,2021,апрель
44,58.75,2.8,2021,апрель
44,59,1.8,2021,апрель
44,59.25,1,2021,апрель
44,59.5,0,2021,апрель
44,59.75,0.6,2021,апрель
44,60,0.8,2021,апрель
44,60.25,0.6,2021,апрель
44,60.5,1,2021,апрель
44,60.75,3.8,2021,апрель
44,61,5.8,2021,апрель
44,61.25,9.6,2021,апрель
44,61.5,20.2,2021,апрель
44,61.75,37.2,2021,апрель
44,62,50.6,2021,апрель
44,62.25,41.2,2021,апрель
44,62.5,26.4,2021,апрель
44,62.75,18.8,2021,апрель
44,63,15.6,2021,апрель
44,63.25,13.8,2021,апрель
44,63.5,14.2,2021,апрель
44,63.75,15.4,2021,апрель
44,64,14,2021,апрель
44,64.25,13.8,2021,апрель
44,64.5,13.2,2021,апрель
44,64.75,11.2,2021,апрель
44,65,10,2021,апрель
44,65.25,11.2,2021,апрель
44,65.5,14.8,2021,апрель
44,65.75,19.2,2021,апрель
44,66,29,2021,апрель
44,66.25,59.2,2021,апрель
44,66.5,107.6,2021,апрель
44,66.75,195.2,2021,апрель
44,67,234.6,2021,апрель
44,67.25,256.8,2021,апрель
44,67.5,250.6,2021,апрель
44,67.75,247.4,2021,апрель
44,68,249.2,2021,апрель
44,68.25,252.8,2021,апрель
44,68.5,248.6,2021,апрель
44,68.75,245,2021,апрель
44,69,242.6,2021,апрель
44,69.25,241,2021,апрель
44,69.5,243.2,2021,апрель
44,69.75,243,2021,апрель
44,70,218.8,2021,апрель
44,70.25,198,2021,апрель
44,70.5,174.8,2021,апрель
44,70.75,159.8,2021,апрель
44,71,139.6,2021,апрель
44,71.25,117,2021,апрель
44,71.5,103.8,2021,апрель
44,71.75,100.4,2021,апрель
44,72,113.2,2021,апрель
44,72.25,110.4,2021,апрель
44,72.5,110.6,2021,апрель
44,72.75,111,2021,апрель
44,73,156.8,2021,апрель
44,73.25,189,2021,апрель
44,73.5,196.8,2021,апрель
44,73.75,176,2021,апрель
44,74,162.4,2021,апрель
44,74.25,163.6,2021,апрель
44,74.5,171.8,2021,апрель
44,74.75,178.8,2021,апрель
44,75,184,2021,апрель
44,75.25,192,2021,апрель
44,75.5,195.2,2021,апрель
44,75.75,198.2,2021,апрель
44,76,200,2021,апрель
44,76.25,200.6,2021,апрель
44,76.5,201.2,2021,апрель
44,76.75,204.6,2021,апрель
44,77,211,2021,апрель
44,77.25,218.4,2021,апрель
44,77.5,185.8,2021,апрель
44,77.75,164.4,2021,апрель
44,78,144.6,2021,апрель
44,78.25,168.8,2021,апрель
44,78.5,200.2,2021,апрель
44,78.75,239,2021,апрель
44,79,233.2,2021,апрель
44,79.25,225.8,2021,апрель
44,79.5,213,2021,апрель
44,79.75,184.4,2021,апрель
44,80,166.4,2021,апрель
44,80.25,160,2021,апрель
44,80.5,160.2,2021,апрель
44,80.75,154.6,2021,апрель
44,81,147,2021,апрель
44,81.25,150.8,2021,апрель
44,81.5,151,2021,апрель
44,81.75,150.6,2021,апрель
44,82,161.8,2021,апрель
44,82.25,169.2,2021,апрель
44,82.5,175.2,2021,апрель
44,82.75,171.6,2021,апрель
44,83,167.8,2021,апрель
44,83.25,163.6,2021,апрель
44,83.5,164.8,2021,апрель
44,83.75,168.2,2021,апрель
44,84,169.2,2021,апрель
44,84.25,165.6,2021,апрель
44,84.5,165.6,2021,апрель
44,84.75,168.8,2021,апрель
44,85,155.4,2021,апрель
44,85.25,140.4,2021,апрель
44,85.5,120.4,2021,апрель
44,85.75,85.6,2021,апрель
44,86,68.8,2021,апрель
44,86.25,75.8,2021,апрель
44,86.5,128.6,2021,апрель
44,86.75,153.6,2021,апрель
44,87,160.6,2021,апрель
44,87.25,100.8,2021,апрель
44,87.5,68.8,2021,апрель
44,87.75,63.6,2021,апрель
44,88,73.8,2021,апрель
44,88.25,82.8,2021,апрель
44,88.5,95.2,2021,апрель
44,88.75,107.8,2021,апрель
44,89,119.6,2021,апрель
44,89.25,123.2,2021,апрель
44,89.5,132.6,2021,апрель
44,89.75,137.2,2021,апрель
44,90,133.8,2021,апрель
44,90.25,148.6,2021,апрель
44,90.5,150,2021,апрель
44,90.75,135.8,2021,апрель
44,91,113.4,2021,апрель
44,91.25,103,2021,апрель
44,91.5,97.6,2021,апрель
44,91.75,88.4,2021,апрель
44,92,84.8,2021,апрель
44,92.25,88.4,2021,апрель
44,92.5,105.8,2021,апрель
44,92.75,125,2021,апрель
44,93,152,2021,апрель
44,93.25,151.6,2021,апрель
44,93.5,138.8,2021,апрель
44,93.75,111,2021,апрель
44,94,69.8,2021,апрель
44,94.25,47.8,2021,апрель
44,94.5,37,2021,апрель
44,94.75,19.6,2021,апрель
44,95,14,2021,апрель
44,95.25,15,2021,апрель
44,95.5,13.8,2021,апрель
44,95.75,14,2021,апрель
44,96,13.4,2021,апрель
44,96.25,11.6,2021,апрель
44,96.5,9.4,2021,апрель
44,96.75,11,2021,апрель
44,97,9.6,2021,апрель
44,97.25,7.2,2021,апрель
44,97.5,5.4,2021,апрель
44,97.75,1.8,2021,апрель
44,98,0,2021,апрель
44,98.25,0,2021,апрель
44,98.5,0.2,2021,апрель
44,98.75,2.8,2021,апрель
44,99,7.2,2021,апрель
44,99.25,2.2,2021,апрель
44,99.5,4.6,2021,апрель
44,99.75,13.4,2021,апрель
44,100,13.6,2021,апрель
44,100.25,10.6,2021,апрель
44,100.5,4,2021,апрель
44,100.75,1,2021,апрель
44,101,0,2021,апрель
44,101.25,0,2021,апрель
44,101.5,0,2021,апрель
44,101.75,0,2021,апрель
44,102,0,2021,апрель
44,102.25,0,2021,апрель
44,102.5,0,2021,апрель
44,102.75,0,2021,апрель
44,103,0,2021,апрель
44,103.25,0,2021,апрель
44,103.5,0,2021,апрель
44,103.75,0,2021,апрель
44,104,0,2021,апрель
44,104.25,0,2021,апрель
44,104.5,0,2021,апрель
44,104.75,0.4,2021,апрель
44,105,0.4,2021,апрель
44,105.25,0.2,2021,апрель
44,105.5,0.2,2021,апрель
44,105.75,2,2021,апрель
44,106,10.2,2021,апрель
44,106.25,19.2,2021,апрель
44,106.5,24.6,2021,апрель
44,106.75,19.4,2021,апрель
44,107,13.6,2021,апрель
44,107.25,11.6,2021,апрель
44,107.5,13.6,2021,апрель
44,107.75,17.8,2021,апрель
44,108,36,2021,апрель
44,108.25,39.4,2021,апрель
44,108.5,45.8,2021,апрель
44,108.75,55.2,2021,апрель
44,109,56,2021,апрель
44,109.25,60.4,2021,апрель
44,109.5,67,2021,апрель
44,109.75,96.4,2021,апрель
44,110,134.4,2021,апрель
44,110.25,170.4,2021,апрель
44,110.5,182.4,2021,апрель
44,110.75,189.4,2021,апрель
44,111,189.8,2021,апрель
44,111.25,168.8,2021,апрель
44,111.5,174.2,2021,апрель
44,111.75,211.4,2021,апрель
44,112,214,2021,апрель
44,112.25,219.4,2021,апрель
44,112.5,218.6,2021,апрель
44,112.75,233.8,2021,апрель
44,113,246.2,2021,апрель
44,113.25,256.2,2021,апрель
44,113.5,249.2,2021,апрель
44,113.75,256.6,2021,апрель
44,114,251.8,2021,апрель
44,114.25,231,2021,апрель
44,114.5,220,2021,апрель
44,114.75,209.2,2021,апрель
44,115,212.2,2021,апрель
44,115.25,216.4,2021,апрель
44,115.5,215.2,2021,апрель
44,115.75,197.2,2021,апрель
44,116,186.8,2021,апрель
44,116.25,158.6,2021,апрель
44,116.5,134,2021,апрель
44,116.75,119,2021,апрель
44,117,115.8,2021,апрель
44,117.25,113.8,2021,апрель
44,117.5,108,2021,апрель
44,117.75,96,2021,апрель
44,118,94.4,2021,апрель
44,118.25,103.6,2021,апрель
44,118.5,136.4,2021,апрель
44,118.75,161.4,2021,апрель
44,119,172.4,2021,апрель
44,119.25,172.6,2021,апрель
44,119.5,166.4,2021,апрель
44,119.75,167.6,2021,апрель
44,120,185.2,2021,апрель
44,120.25,164.2,2021,апрель
44,120.5,142,2021,апрель
44,120.75,115.6,2021,апрель
44,121,98.6,2021,апрель
44,121.25,93.2,2021,апрель
44,121.5,101.2,2021,апрель
44,121.75,115.4,2021,апрель
44,122,128.8,2021,апрель
44,122.25,138.8,2021,апрель
44,122.5,140.8,2021,апрель
44,122.75,156.6,2021,апрель
44,123,171.2,2021,апрель
44,123.25,166.8,2021,апрель
44,123.5,160.8,2021,апрель
44,123.75,159.2,2021,апрель
44,124,170.2,2021,апрель
44,124.25,179.2,2021,апрель
44,124.5,181.2,2021,апрель
44,124.75,179.4,2021,апрель
44,125,177.6,2021,апрель
44,125.25,176.4,2021,апрель
44,125.5,146.2,2021,апрель
44,125.75,146.2,2021,апрель
43.75,45,2,2021,апрель
43.75,45.25,27.8,2021,апрель
43.75,45.5,22.2,2021,апрель
43.75,45.75,18.2,2021,апрель
43.75,46,17.6,2021,апрель
43.75,46.25,17.4,2021,апрель
43.75,46.5,17.8,2021,апрель
43.75,46.75,16,2021,апрель
43.75,47,17.8,2021,апрель
43.75,47.25,21.6,2021,апрель
43.75,47.5,21,2021,апрель
43.75,47.75,23.6,2021,апрель
43.75,48,33,2021,апрель
43.75,48.25,95.4,2021,апрель
43.75,48.5,163.4,2021,апрель
43.75,48.75,210,2021,апрель
43.75,49,198.6,2021,апрель
43.75,49.25,193,2021,апрель
43.75,49.5,200,2021,апрель
43.75,49.75,190.6,2021,апрель
43.75,50,186.8,2021,апрель
43.75,50.25,190.6,2021,апрель
43.75,50.5,188.4,2021,апрель
43.75,50.75,185,2021,апрель
43.75,51,186.8,2021,апрель
43.75,51.25,182.8,2021,апрель
43.75,51.5,181.6,2021,апрель
43.75,51.75,186.6,2021,апрель
43.75,52,183.4,2021,апрель
43.75,52.25,180.2,2021,апрель
43.75,52.5,180,2021,апрель
43.75,52.75,184.2,2021,апрель
43.75,53,190.6,2021,апрель
43.75,53.25,191,2021,апрель
43.75,53.5,172,2021,апрель
43.75,53.75,164.2,2021,апрель
43.75,54,160.8,2021,апрель
43.75,54.25,164.4,2021,апрель
43.75,54.5,165.2,2021,апрель
43.75,54.75,172.6,2021,апрель
43.75,55,164.4,2021,апрель
43.75,55.25,162.6,2021,апрель
43.75,55.5,164.6,2021,апрель
43.75,55.75,159.2,2021,апрель
43.75,56,161,2021,апрель
43.75,56.25,164,2021,апрель
43.75,56.5,161.2,2021,апрель
43.75,56.75,155.4,2021,апрель
43.75,57,152.4,2021,апрель
43.75,57.25,144.4,2021,апрель
43.75,57.5,133.6,2021,апрель
43.75,57.75,129.4,2021,апрель
43.75,58,121,2021,апрель
43.75,58.25,88.4,2021,апрель
43.75,58.5,42.8,2021,апрель
43.75,58.75,7.8,2021,апрель
43.75,59,2,2021,апрель
43.75,59.25,0.2,2021,апрель
43.75,59.5,0,2021,апрель
43.75,59.75,0,2021,апрель
43.75,60,0,2021,апрель
43.75,60.25,0,2021,апрель
43.75,60.5,0,2021,апрель
43.75,60.75,0,2021,апрель
43.75,61,0,2021,апрель
43.75,61.25,0,2021,апрель
43.75,61.5,0.2,2021,апрель
43.75,61.75,2.6,2021,апрель
43.75,62,4.4,2021,апрель
43.75,62.25,7,2021,апрель
43.75,62.5,7.6,2021,апрель
43.75,62.75,7.6,2021,апрель
43.75,63,8.2,2021,апрель
43.75,63.25,8.8,2021,апрель
43.75,63.5,8.4,2021,апрель
43.75,63.75,7.4,2021,апрель
43.75,64,6.4,2021,апрель
43.75,64.25,7,2021,апрель
43.75,64.5,9.2,2021,апрель
43.75,64.75,9.8,2021,апрель
43.75,65,10.2,2021,апрель
43.75,65.25,10,2021,апрель
43.75,65.5,13.4,2021,апрель
43.75,65.75,21,2021,апрель
43.75,66,38.2,2021,апрель
43.75,66.25,47.4,2021,апрель
43.75,66.5,64.4,2021,апрель
43.75,66.75,93.6,2021,апрель
43.75,67,174,2021,апрель
43.75,67.25,227.8,2021,апрель
43.75,67.5,244,2021,апрель
43.75,67.75,238.4,2021,апрель
43.75,68,235.6,2021,апрель
43.75,68.25,242,2021,апрель
43.75,68.5,235,2021,апрель
43.75,68.75,234.6,2021,апрель
43.75,69,238.8,2021,апрель
43.75,69.25,229,2021,апрель
43.75,69.5,223.2,2021,апрель
43.75,69.75,228.2,2021,апрель
43.75,70,219.4,2021,апрель
43.75,70.25,202.8,2021,апрель
43.75,70.5,173.2,2021,апрель
43.75,70.75,152.8,2021,апрель
43.75,71,141.4,2021,апрель
43.75,71.25,131.8,2021,апрель
43.75,71.5,119.8,2021,апрель
43.75,71.75,113.6,2021,апрель
43.75,72,114.4,2021,апрель
43.75,72.25,118.8,2021,апрель
43.75,72.5,118.6,2021,апрель
43.75,72.75,111.6,2021,апрель
43.75,73,141.2,2021,апрель
43.75,73.25,167.6,2021,апрель
43.75,73.5,188.6,2021,апрель
43.75,73.75,180.6,2021,апрель
43.75,74,173.6,2021,апрель
43.75,74.25,164.6,2021,апрель
43.75,74.5,170.8,2021,апрель
43.75,74.75,175.6,2021,апрель
43.75,75,184.8,2021,апрель
43.75,75.25,183.2,2021,апрель
43.75,75.5,183,2021,апрель
43.75,75.75,184.6,2021,апрель
43.75,76,188.6,2021,апрель
43.75,76.25,191.2,2021,апрель
43.75,76.5,190.8,2021,апрель
43.75,76.75,193,2021,апрель
43.75,77,199.6,2021,апрель
43.75,77.25,208.2,2021,апрель
43.75,77.5,194,2021,апрель
43.75,77.75,182.8,2021,апрель
43.75,78,165.2,2021,апрель
43.75,78.25,146.8,2021,апрель
43.75,78.5,149,2021,апрель
43.75,78.75,174,2021,апрель
43.75,79,174.6,2021,апрель
43.75,79.25,171.4,2021,апрель
43.75,79.5,169.8,2021,апрель
43.75,79.75,160.4,2021,апрель
43.75,80,154.8,2021,апрель
43.75,80.25,157.8,2021,апрель
43.75,80.5,156.2,2021,апрель
43.75,80.75,152.6,2021,апрель
43.75,81,144.2,2021,апрель
43.75,81.25,145,2021,апрель
43.75,81.5,147.2,2021,апрель
43.75,81.75,151.2,2021,апрель
43.75,82,154.4,2021,апрель
43.75,82.25,153.6,2021,апрель
43.75,82.5,152.4,2021,апрель
43.75,82.75,152.6,2021,апрель
43.75,83,151.8,2021,апрель
43.75,83.25,149.8,2021,апрель
43.75,83.5,145.4,2021,апрель
43.75,83.75,143.8,2021,апрель
43.75,84,144.6,2021,апрель
43.75,84.25,141.4,2021,апрель
43.75,84.5,143.6,2021,апрель
43.75,84.75,145.8,2021,апрель
43.75,85,147.2,2021,апрель
43.75,85.25,147.8,2021,апрель
43.75,85.5,141.8,2021,апрель
43.75,85.75,93.8,2021,апрель
43.75,86,60.2,2021,апрель
43.75,86.25,29,2021,апрель
43.75,86.5,55.8,2021,апрель
43.75,86.75,95.2,2021,апрель
43.75,87,136,2021,апрель
43.75,87.25,95.6,2021,апрель
43.75,87.5,51,2021,апрель
43.75,87.75,26.6,2021,апрель
43.75,88,17.4,2021,апрель
43.75,88.25,18.8,2021,апрель
43.75,88.5,30.6,2021,апрель
43.75,88.75,59.4,2021,апрель
43.75,89,86.4,2021,апрель
43.75,89.25,107,2021,апрель
43.75,89.5,100.2,2021,апрель
43.75,89.75,94.8,2021,апрель
43.75,90,95.6,2021,апрель
43.75,90.25,96,2021,апрель
43.75,90.5,95,2021,апрель
43.75,90.75,97,2021,апрель
43.75,91,92.2,2021,апрель
43.75,91.25,90.4,2021,апрель
43.75,91.5,92.8,2021,апрель
43.75,91.75,90.8,2021,апрель
43.75,92,86.8,2021,апрель
43.75,92.25,80.6,2021,апрель
43.75,92.5,79.2,2021,апрель
43.75,92.75,80,2021,апрель
43.75,93,94.8,2021,апрель
43.75,93.25,109.8,2021,апрель
43.75,93.5,116.2,2021,апрель
43.75,93.75,119,2021,апрель
43.75,94,77.6,2021,апрель
43.75,94.25,46.6,2021,апрель
43.75,94.5,25.4,2021,апрель
43.75,94.75,13.6,2021,апрель
43.75,95,10,2021,апрель
43.75,95.25,8.8,2021,апрель
43.75,95.5,8.2,2021,апрель
43.75,95.75,9.4,2021,апрель
43.75,96,10.4,2021,апрель
43.75,96.25,13,2021,апрель
43.75,96.5,14,2021,апрель
43.75,96.75,16,2021,апрель
43.75,97,18.8,2021,апрель
43.75,97.25,19.4,2021,апрель
43.75,97.5,15.4,2021,апрель
43.75,97.75,9.4,2021,апрель
43.75,98,12.8,2021,апрель
43.75,98.25,26.4,2021,апрель
43.75,98.5,68.4,2021,апрель
43.75,98.75,97,2021,апрель
43.75,99,112.4,2021,апрель
43.75,99.25,92.8,2021,апрель
43.75,99.5,84.6,2021,апрель
43.75,99.75,75.2,2021,апрель
43.75,100,56.8,2021,апрель
43.75,100.25,40.8,2021,апрель
43.75,100.5,32.2,2021,апрель
43.75,100.75,24.8,2021,апрель
43.75,101,17.4,2021,апрель
43.75,101.25,7.6,2021,апрель
43.75,101.5,3.2,2021,апрель
43.75,101.75,0.2,2021,апрель
43.75,102,0.2,2021,апрель
43.75,102.25,0,2021,апрель
43.75,102.5,0,2021,апрель
43.75,102.75,0,2021,апрель
43.75,103,0,2021,апрель
43.75,103.25,0,2021,апрель
43.75,103.5,0,2021,апрель
43.75,103.75,0,2021,апрель
43.75,104,0,2021,апрель
43.75,104.25,0,2021,апрель
43.75,104.5,0,2021,апрель
43.75,104.75,0,2021,апрель
43.75,105,0,2021,апрель
43.75,105.25,0,2021,апрель
43.75,105.5,0,2021,апрель
43.75,105.75,0.2,2021,апрель
43.75,106,0.6,2021,апрель
43.75,106.25,1.6,2021,апрель
43.75,106.5,3.8,2021,апрель
43.75,106.75,4.4,2021,апрель
43.75,107,4.4,2021,апрель
43.75,107.25,1.4,2021,апрель
43.75,107.5,0.4,2021,апрель
43.75,107.75,0.2,2021,апрель
43.75,108,2,2021,апрель
43.75,108.25,4.2,2021,апрель
43.75,108.5,7.4,2021,апрель
43.75,108.75,11,2021,апрель
43.75,109,12.8,2021,апрель
43.75,109.25,18.4,2021,апрель
43.75,109.5,24.2,2021,апрель
43.75,109.75,45.8,2021,апрель
43.75,110,91.4,2021,апрель
43.75,110.25,143.4,2021,апрель
43.75,110.5,163.8,2021,апрель
43.75,110.75,169.6,2021,апрель
43.75,111,153.8,2021,апрель
43.75,111.25,118.8,2021,апрель
43.75,111.5,114.6,2021,апрель
43.75,111.75,141.4,2021,апрель
43.75,112,121.2,2021,апрель
43.75,112.25,90.4,2021,апрель
43.75,112.5,55.6,2021,апрель
43.75,112.75,54,2021,апрель
43.75,113,75.2,2021,апрель
43.75,113.25,123.8,2021,апрель
43.75,113.5,164.4,2021,апрель
43.75,113.75,198.4,2021,апрель
43.75,114,216.6,2021,апрель
43.75,114.25,221.2,2021,апрель
43.75,114.5,221.2,2021,апрель
43.75,114.75,220.2,2021,апрель
43.75,115,217.4,2021,апрель
43.75,115.25,224.8,2021,апрель
43.75,115.5,226,2021,апрель
43.75,115.75,212.6,2021,апрель
43.75,116,214.2,2021,апрель
43.75,116.25,220.6,2021,апрель
43.75,116.5,197.6,2021,апрель
43.75,116.75,182.6,2021,апрель
43.75,117,172.8,2021,апрель
43.75,117.25,168.8,2021,апрель
43.75,117.5,164.2,2021,апрель
43.75,117.75,155.2,2021,апрель
43.75,118,147.4,2021,апрель
43.75,118.25,141.2,2021,апрель
43.75,118.5,147.4,2021,апрель
43.75,118.75,147.8,2021,апрель
43.75,119,145.2,2021,апрель
43.75,119.25,136.8,2021,апрель
43.75,119.5,146,2021,апрель
43.75,119.75,161.4,2021,апрель
43.75,120,189.2,2021,апрель
43.75,120.25,177.6,2021,апрель
43.75,120.5,159.2,2021,апрель
43.75,120.75,133.6,2021,апрель
43.75,121,113.8,2021,апрель
43.75,121.25,104.2,2021,апрель
43.75,121.5,93.6,2021,апрель
43.75,121.75,103,2021,апрель
43.75,122,116.8,2021,апрель
43.75,122.25,132.6,2021,апрель
43.75,122.5,119.2,2021,апрель
43.75,122.75,122.2,2021,апрель
43.75,123,153.8,2021,апрель
43.75,123.25,152.8,2021,апрель
43.75,123.5,139.8,2021,апрель
43.75,123.75,127.2,2021,апрель
43.75,124,141,2021,апрель
43.75,124.25,152.4,2021,апрель
43.75,124.5,164.4,2021,апрель
43.75,124.75,173,2021,апрель
43.75,125,181.2,2021,апрель
43.75,125.25,189.4,2021,апрель
43.75,125.5,187.4,2021,апрель
43.75,125.75,194.8,2021,апрель
43.5,45,0,2021,апрель
43.5,45.25,21.2,2021,апрель
43.5,45.5,18.6,2021,апрель
43.5,45.75,17,2021,апрель
43.5,46,16.8,2021,апрель
43.5,46.25,18.4,2021,апрель
43.5,46.5,21,2021,апрель
43.5,46.75,20.8,2021,апрель
43.5,47,22.6,2021,апрель
43.5,47.25,25.2,2021,апрель
43.5,47.5,24.6,2021,апрель
43.5,47.75,25.8,2021,апрель
43.5,48,44.6,2021,апрель
43.5,48.25,101,2021,апрель
43.5,48.5,169.6,2021,апрель
43.5,48.75,199.6,2021,апрель
43.5,49,193.4,2021,апрель
43.5,49.25,189.8,2021,апрель
43.5,49.5,188.2,2021,апрель
43.5,49.75,188.4,2021,апрель
43.5,50,186.8,2021,апрель
43.5,50.25,182.8,2021,апрель
43.5,50.5,173.6,2021,апрель
43.5,50.75,171.6,2021,апрель
43.5,51,173.6,2021,апрель
43.5,51.25,171.4,2021,апрель
43.5,51.5,169.6,2021,апрель
43.5,51.75,172,2021,апрель
43.5,52,166.8,2021,апрель
43.5,52.25,167.2,2021,апрель
43.5,52.5,175.4,2021,апрель
43.5,52.75,180.2,2021,апрель
43.5,53,184,2021,апрель
43.5,53.25,186.4,2021,апрель
43.5,53.5,183.6,2021,апрель
43.5,53.75,171.4,2021,апрель
43.5,54,167.4,2021,апрель
43.5,54.25,154.8,2021,апрель
43.5,54.5,151.8,2021,апрель
43.5,54.75,155,2021,апрель
43.5,55,150.4,2021,апрель
43.5,55.25,151.2,2021,апрель
43.5,55.5,154.6,2021,апрель
43.5,55.75,153.4,2021,апрель
43.5,56,156,2021,апрель
43.5,56.25,152,2021,апрель
43.5,56.5,151.8,2021,апрель
43.5,56.75,147.6,2021,апрель
43.5,57,152.4,2021,апрель
43.5,57.25,145.6,2021,апрель
43.5,57.5,133,2021,апрель
43.5,57.75,121,2021,апрель
43.5,58,105.4,2021,апрель
43.5,58.25,79.6,2021,апрель
43.5,58.5,77.6,2021,апрель
43.5,58.75,42.6,2021,апрель
43.5,59,10,2021,апрель
43.5,59.25,0,2021,апрель
43.5,59.5,0,2021,апрель
43.5,59.75,0,2021,апрель
43.5,60,0,2021,апрель
43.5,60.25,0,2021,апрель
43.5,60.5,0,2021,апрель
43.5,60.75,0,2021,апрель
43.5,61,0,2021,апрель
43.5,61.25,0,2021,апрель
43.5,61.5,0,2021,апрель
43.5,61.75,0,2021,апрель
43.5,62,0,2021,апрель
43.5,62.25,0,2021,апрель
43.5,62.5,0,2021,апрель
43.5,62.75,0,2021,апрель
43.5,63,0,2021,апрель
43.5,63.25,0,2021,апрель
43.5,63.5,0,2021,апрель
43.5,63.75,0,2021,апрель
43.5,64,0,2021,апрель
43.5,64.25,0,2021,апрель
43.5,64.5,2.2,2021,апрель
43.5,64.75,3.6,2021,апрель
43.5,65,4.6,2021,апрель
43.5,65.25,10.4,2021,апрель
43.5,65.5,12.4,2021,апрель
43.5,65.75,20.6,2021,апрель
43.5,66,55.8,2021,апрель
43.5,66.25,62.6,2021,апрель
43.5,66.5,72.6,2021,апрель
43.5,66.75,78.2,2021,апрель
43.5,67,146,2021,апрель
43.5,67.25,206.2,2021,апрель
43.5,67.5,233.8,2021,апрель
43.5,67.75,226.2,2021,апрель
43.5,68,227.2,2021,апрель
43.5,68.25,235.8,2021,апрель
43.5,68.5,225.4,2021,апрель
43.5,68.75,223.2,2021,апрель
43.5,69,232.2,2021,апрель
43.5,69.25,225.2,2021,апрель
43.5,69.5,219.8,2021,апрель
43.5,69.75,222,2021,апрель
43.5,70,214.4,2021,апрель
43.5,70.25,201.8,2021,апрель
43.5,70.5,193.4,2021,апрель
43.5,70.75,144.4,2021,апрель
43.5,71,126.6,2021,апрель
43.5,71.25,120.2,2021,апрель
43.5,71.5,150.8,2021,апрель
43.5,71.75,153.4,2021,апрель
43.5,72,150.6,2021,апрель
43.5,72.25,145.6,2021,апрель
43.5,72.5,142,2021,апрель
43.5,72.75,128,2021,апрель
43.5,73,114.4,2021,апрель
43.5,73.25,124.6,2021,апрель
43.5,73.5,134.4,2021,апрель
43.5,73.75,170.4,2021,апрель
43.5,74,177.4,2021,апрель
43.5,74.25,176.8,2021,апрель
43.5,74.5,172.2,2021,апрель
43.5,74.75,174.8,2021,апрель
43.5,75,177.8,2021,апрель
43.5,75.25,173.4,2021,апрель
43.5,75.5,173,2021,апрель
43.5,75.75,176,2021,апрель
43.5,76,176.4,2021,апрель
43.5,76.25,178.8,2021,апрель
43.5,76.5,183.8,2021,апрель
43.5,76.75,185.6,2021,апрель
43.5,77,187.2,2021,апрель
43.5,77.25,192.6,2021,апрель
43.5,77.5,192.8,2021,апрель
43.5,77.75,169.2,2021,апрель
43.5,78,93.6,2021,апрель
43.5,78.25,56.2,2021,апрель
43.5,78.5,57.6,2021,апрель
43.5,78.75,109.4,2021,апрель
43.5,79,143.2,2021,апрель
43.5,79.25,153.6,2021,апрель
43.5,79.5,158.4,2021,апрель
43.5,79.75,156.6,2021,апрель
43.5,80,154.8,2021,апрель
43.5,80.25,151.2,2021,апрель
43.5,80.5,151.4,2021,апрель
43.5,80.75,147.6,2021,апрель
43.5,81,149,2021,апрель
43.5,81.25,144.8,2021,апрель
43.5,81.5,143.4,2021,апрель
43.5,81.75,138.4,2021,апрель
43.5,82,140.2,2021,апрель
43.5,82.25,142.2,2021,апрель
43.5,82.5,142.2,2021,апрель
43.5,82.75,134,2021,апрель
43.5,83,131.8,2021,апрель
43.5,83.25,129.4,2021,апрель
43.5,83.5,131.8,2021,апрель
43.5,83.75,129.4,2021,апрель
